key,translation
Guest_Thought_NoToilets_Common_02,'Oh. There are no toilets in this park'
Guest_Thought_OpenAttracton_Common_01,'{reference} just opened!'
Guest_Thought_OpenAttracton_Common_02,'Great! Now I can ride on {reference}!'
Guest_Thought_OpenAttracton_Common_03,'All right! {reference} is open!'
Guest_Thought_OpenAttracton_Common_04,'Cool! I've been waiting for {reference} to open'
Guest_Thought_ParkEntry_Free_Adult_01,'Great! Free Entry!'
Guest_Thought_ParkEntry_Free_Adult_02,'I love it when Park Entry is free!'
Guest_Thought_ParkEntry_Free_Adult_03,'Woo! Free Entry!'
Guest_Thought_ParkEntry_Free_Child_01,'Yay! Park Entry is free!'
Guest_Thought_ParkEntry_Free_Child_02,'The best Entry price is free!'
Guest_Thought_ParkEntry_Free_Child_03,'Free Entry! Awesome!'
Guest_Thought_ParkEntry_Free_Common_01,'Park Entry is free!'
Guest_Thought_ParkEntry_Free_Teen_01,'Free Park Entry? Awesome!'
Guest_Thought_ParkEntry_Free_Teen_02,'Free Entry! Yes please'
Guest_Thought_ParkEntry_Free_Teen_03,'Entry costs nothing? Great!'
Guest_Thought_ParkEntry_TooExpensive_Adult_01,'I can't justify spending that much on the Standard Ticket'
Guest_Thought_ParkEntry_TooExpensive_Adult_02,'The Standard Ticket isn't worth that much!'
Guest_Thought_ParkEntry_TooExpensive_Adult_03,'The Standard Ticket is terrible value'
Guest_Thought_ParkEntry_TooExpensive_Child_01,'The Standard Ticket looks really expensive'
Guest_Thought_ParkEntry_TooExpensive_Child_02,'Wow! the Standard Ticket isn't cheap!'
Guest_Thought_ParkEntry_TooExpensive_Child_03,'The Standard Ticket has a really high price'
Guest_Thought_ParkEntry_TooExpensive_Common_01,'I'm not paying that much for the Standard Ticket'
Guest_Thought_ParkEntry_TooExpensive_Family_Adult_01,'I can't justify spending that much on the Family Ticket'
Guest_Thought_ParkEntry_TooExpensive_Family_Adult_02,'The Family Ticket isn't worth that much!'
Guest_Thought_ParkEntry_TooExpensive_Family_Adult_03,'The Family Ticket is terrible value'
Guest_Thought_ParkEntry_TooExpensive_Family_Child_01,'The Family Ticket looks really expensive'
Guest_Thought_ParkEntry_TooExpensive_Family_Child_02,'Wow! The Family Ticket isn't cheap!'
Guest_Thought_ParkEntry_TooExpensive_Family_Child_03,'The Family Ticket has a really high price'
Guest_Thought_ParkEntry_TooExpensive_Family_Common_01,'I'm not paying that much for the Family Ticket'
Guest_Thought_ParkEntry_TooExpensive_Family_Teen_01,'I'm definitely not paying that much for the Family Ticket'
Guest_Thought_ParkEntry_TooExpensive_Family_Teen_02,'Look how overpriced the Family Ticket is'
Guest_Thought_ParkEntry_TooExpensive_Family_Teen_03,'I can't believe how much they are charging for a Family Ticket'
Guest_Thought_ParkEntry_TooExpensive_Teen_01,'I'm definitely not paying that much for the Standard Ticket'
Guest_Thought_ParkEntry_TooExpensive_Teen_02,'Oh, the Standard Ticket is way overpriced'
Guest_Thought_ParkEntry_TooExpensive_Teen_03,'I can't believe they are charging that much for a Standard Ticket'
Guest_Thought_ParkEntry_Unaffordable_Adult_01,'I can't afford to buy Park Tickets at these prices.'
Guest_Thought_ParkEntry_Unaffordable_Adult_02,'Who can afford to buy Park Tickets at these prices?'
Guest_Thought_ParkEntry_Unaffordable_Adult_03,'I don't have enough money to cover the Park Tickets'
Guest_Thought_ParkEntry_Unaffordable_Child_01,'We don't have enough cash to buy the Park Tickets!'
Guest_Thought_ParkEntry_Unaffordable_Child_02,'We wouldn't have any money left if we bought Park Tickets'
Guest_Thought_ParkEntry_Unaffordable_Child_03,'Park Tickets cost so much we can't afford them'
Guest_Thought_ParkEntry_Unaffordable_Common_01,'I can't afford the Park Tickets'
Guest_Thought_ParkEntry_Unaffordable_Teen_01,'Oh man, I don't have enough to buy the Park Tickets!'
Guest_Thought_ParkEntry_Unaffordable_Teen_02,'Park Tickets are... way out of my price range...'
Guest_Thought_ParkEntry_Unaffordable_Teen_03,'I can't even afford to get into the park!'
Guest_Thought_ParkExit_Happy_Adult_01,'If I didn't need to go home, I think I'd stay here forever!'
Guest_Thought_ParkExit_Happy_Adult_02,'All good things come to an end, even theme park trips.'
Guest_Thought_ParkExit_Happy_Child_01,'This park was soooo good! I'm coming back again!'
Guest_Thought_ParkExit_Happy_Child_02,'Best! Park! Ever! I wish we didn't have to leave!'
Guest_Thought_ParkExit_Happy_Common_01,'This park was amazing! I don't want to leave!'
Guest_Thought_ParkExit_Happy_Teen_01,'Time has flown by! I really don't want to leave yet'
Guest_Thought_ParkExit_Happy_Teen_02,'What an epic Park! I'm gonna bring back some more friends!'
Guest_Thought_ParkExit_Neutral_Adult_01,'This park was alright, I'd come back again'
Guest_Thought_ParkExit_Neutral_Adult_02,'I had an okay time, now I need to go home'
Guest_Thought_ParkExit_Neutral_Child_01,'I had some fun today, but I'm not sad to go home'
Guest_Thought_ParkExit_Neutral_Child_02,'This place was okay, time to go home'
Guest_Thought_ParkExit_Neutral_Common_01,'There's good and bad things about this park, overall about average'
Guest_Thought_ParkExit_Neutral_Teen_01,'I thought this park was average, I hope it's better next time!'
Guest_Thought_ParkExit_Neutral_Teen_02,'I give this park about six out of ten, I'm heading home now'
Guest_Thought_ParkExit_Unhappy_Adult_01,'This park was a complete waste of time, I'm leaving right now!'
Guest_Thought_ParkExit_Unhappy_Adult_02,'I had an awful time, I'm going home!'
Guest_Thought_ParkExit_Unhappy_Child_01,'I had a terrible day, let's go home'
Guest_Thought_ParkExit_Unhappy_Child_02,'I hate this place, let's leave'
Guest_Thought_ParkExit_Unhappy_Common_01,'I'm so unhappy, I'm on my way home'
Guest_Thought_ParkExit_Unhappy_Refund_Adult_01,'This park was so bad I'm getting a refund'
Guest_Thought_ParkExit_Unhappy_Refund_Adult_02,'I want my money back, this park was awful'
Guest_Thought_ParkExit_Unhappy_Refund_Child_01,'I hate this place, I want a refund'
Guest_Thought_ParkExit_Unhappy_Refund_Child_02,'We spent money on this!? Let's gets a refund'
Guest_Thought_ParkExit_Unhappy_Refund_Common_01,'I had such a bad time, I'm getting a refund'
Guest_Thought_ParkExit_Unhappy_Refund_Teen_01,'I'm refunding my Park Tickets, what a joke'
Guest_Thought_ParkExit_Unhappy_Refund_Teen_02,'This Park was definitely not worth it. REFUND TIME!'
Guest_Thought_ParkExit_Unhappy_Teen_01,'I really did not enjoy today... time to go'
Guest_Thought_ParkExit_Unhappy_Teen_02,'I had such a bad experience with this park, I'm not coming back'
Guest_Thought_ParkExit_Unhappy_TooSmall_Common_01,'There's not enough to do here. I'm going home!'
Guest_Thought_ParkExit_Unhappy_TooSmall_Common_02,'I've seen all there is in this park. Home time!'
Guest_Thought_ParkExit_Unhappy_TooSmall_Common_03,'I might have stayed longer, but there's nothing to do here.'
Guest_Thought_ParkExit_Unhappy_TooSmall_Common_04,'There isn't much more I want to do in this park.'
Guest_Thought_ParkExit_Unhappy_TooSmall_Common_05,'There aren't enough reasons to stick around here.'
Guest_Thought_ParkExit_Unhappy_TooSmall_Common_06,'There isn't much going on around here. I'll go home.'
Guest_Thought_QueueFull_Adult_01,'It's a shame {reference} is full'
Guest_Thought_QueueFull_Adult_02,'I can't queue up for {reference}'
Guest_Thought_QueueFull_Adult_03,'There's no space to queue for {reference}'
Guest_Thought_QueueFull_Child_01,'Aw! The queue is full!'
Guest_Thought_QueueFull_Child_02,'But I wanna go on {reference}! Stupid queue'
Guest_Thought_QueueFull_Child_03,'There's no room to queue for {reference}'
Guest_Thought_QueueFull_Common_01,'The queue for {reference} is full!'
Guest_Thought_QueueFull_Common_02,'I can't even line up for {reference}'
Guest_Thought_QueueFull_Common_03,'Looks like {reference} is full'
Guest_Thought_QueueFull_Teen_01,'If {reference} is full, I'll try somewhere else'
Guest_Thought_QueueFull_Teen_02,'Man! {reference} has a full queue!'
Guest_Thought_QueueFull_Teen_03,'The line for {reference} is completely full'
Guest_Thought_Reference_Invalid_Destination,'that'
Guest_Thought_Reference_Invalid_Facility,'that'
Guest_Thought_Reference_Invalid_Guest,'that person'
Guest_Thought_Reference_Invalid_None,'that thing'
Guest_Thought_Reference_Invalid_Ride,'that'
Guest_Thought_ShopItem_NeedSatisfied_Energy_Adult_01,'That really gave me a boost!'
Guest_Thought_ShopItem_NeedSatisfied_Energy_Adult_02,'I'm just bursting with energy!'
Guest_Thought_ShopItem_NeedSatisfied_Energy_Child_01,'I'm pumped now!'
Guest_Thought_ShopItem_NeedSatisfied_Energy_Common_01,'I feel full of energy'
Guest_Thought_ShopItem_NeedSatisfied_Energy_Teen_01,'That perked me up a bit!'
Guest_Thought_ShopItem_NeedSatisfied_Energy_Teen_02,'Boy am I juiced!'
Guest_Thought_ShopItem_NeedSatisfied_Hunger_Adult_01,'That was delicious!'
Guest_Thought_ShopItem_NeedSatisfied_Hunger_Adult_02,'That tasted great'
Guest_Thought_ShopItem_NeedSatisfied_Hunger_Adult_03,'Lovely. Couldn't ask for better food'
Guest_Thought_ShopItem_NeedSatisfied_Hunger_Child_01,'Yum!'
Guest_Thought_ShopItem_NeedSatisfied_Hunger_Child_02,'That was yummy!'
Guest_Thought_ShopItem_NeedSatisfied_Hunger_Child_03,'Yummy yummy in my tummy!'
Guest_Thought_ShopItem_NeedSatisfied_Hunger_Common_01,'Great food!'
Guest_Thought_ShopItem_NeedSatisfied_Hunger_Teen_01,'That was tasty'
Guest_Thought_ShopItem_NeedSatisfied_Hunger_Teen_02,'Nom! Delicious.'
Guest_Thought_ShopItem_NeedSatisfied_Hunger_Teen_03,'I am stuffed!'
Guest_Thought_ShopItem_NeedSatisfied_Thirst_Adult_01,'Really refreshing!'
Guest_Thought_ShopItem_NeedSatisfied_Thirst_Adult_02,'That was one refreshing drink'
Guest_Thought_ShopItem_NeedSatisfied_Thirst_Child_01,'I drank that so fast. Yummy!'
Guest_Thought_ShopItem_NeedSatisfied_Thirst_Child_02,'Buuuurp! Pardon me!'
Guest_Thought_ShopItem_NeedSatisfied_Thirst_Common_01,'Great drinks!'
Guest_Thought_ShopItem_NeedSatisfied_Thirst_Teen_01,'That was a good drink'
Guest_Thought_ShopItem_NeedSatisfied_Thirst_Teen_02,'Slurp! Ahhh... refreshing.'
Guest_Thought_ShopItem_NeedSatisfied_Thirst_Teen_03,'I'm all juiced up and refreshed.'
Guest_Thought_ShopItemPurchase_LuxuryBalloon_Common_01,'Yes! I've got a balloon!'
Guest_Thought_ShopItemPurchase_LuxuryBalloon_Common_02,'I love balloons!'
Guest_Thought_ShopItemPurchase_LuxuryBalloon_Common_03,'Balloons are the best!'
Guest_Thought_ShopItemPurchase_LuxuryBalloon_Common_04,'This balloon is great!'
Guest_Thought_ShopItemPurchase_LuxuryHat_Common_01,'I'm never taking this hat off!'
Guest_Thought_ShopItemPurchase_LuxuryHat_Common_02,'This hat is the best!'
Guest_Thought_ShopItemPurchase_LuxuryHat_Common_03,'I love this hat!'
Guest_Thought_ShopItemPurchase_LuxuryHat_Common_04,'I look amazing in my new hat!'
Guest_Thought_ShopItemPurchase_LuxurySouvenir_Common_01,'This souvenir will look great at home'
Guest_Thought_ShopItemPurchase_LuxurySouvenir_Common_02,'This souvenir will make a great present!'
Guest_Thought_ShopItemPurchase_LuxurySouvenir_Common_03,'So happy with my new souvenir'
Guest_Thought_ShopItemPurchase_LuxurySouvenir_Common_04,'I love my new souvenir'
Guest_Thought_ShopQueueFull_Adult_01,'It's a shame {reference} is so busy'
Guest_Thought_ShopQueueFull_Adult_02,'Maybe I'll come back to {reference} when it's less busy'
Guest_Thought_ShopQueueFull_Adult_03,'The line for {reference} looks too big right now'
Guest_Thought_ShopQueueFull_Child_01,'Aw! {reference} is really busy'
Guest_Thought_ShopQueueFull_Child_02,'Are we not queuing? But I wanna get something from {reference}! '
Guest_Thought_ShopQueueFull_Child_03,'There's no room to queue for {reference}'
Guest_Thought_ShopQueueFull_Common_01,'{reference} looks busy, I'll try somewhere else'
Guest_Thought_ShopQueueFull_Teen_01,'It will take too long to get served at {reference}'
Guest_Thought_ShopQueueFull_Teen_02,'You call that good service!? Ha! - {reference}'
Guest_Thought_ShopQueueFull_Teen_03,'I'm not lining up for {reference}'
Guest_Thought_ThirstCritical_Destination_Common_01,'I'm thirsty after {reference}'
Guest_Thought_ThirstCritical_Destination_Common_02,'{reference} made me thirsty'
Guest_Thought_ThirstCritical_Natural_Adult_01,'I really need a drink'
Guest_Thought_ThirstCritical_Natural_Adult_02,'I could go for a nice cold drink'
Guest_Thought_ThirstCritical_Natural_Adult_03,'I'm parched!'
Guest_Thought_ThirstCritical_Natural_Adult_04,'Where can I get a drink around here?'
Guest_Thought_ThirstCritical_Natural_Child_01,'Can I have a drink?'
Guest_Thought_ThirstCritical_Natural_Child_02,'I need something to drink'
Guest_Thought_ThirstCritical_Natural_Child_03,'I'm so thirsty!'
Guest_Thought_ThirstCritical_Natural_Child_04,'Can I have juice or something?'
Guest_Thought_ThirstCritical_Natural_Common_01,'I'm thirsty'
Guest_Thought_ThirstCritical_Natural_Teen_01,'I gotta get something to drink!'
Guest_Thought_ThirstCritical_Natural_Teen_02,'Where are the drinks at?'
Guest_Thought_ThirstCritical_Natural_Teen_03,'My mouth is super dry'
Guest_Thought_ThirstCritical_Natural_Teen_04,'I need a soda or something'
Guest_Thought_ThirstSatisfied_Destination_Adult_01,'My drink from {reference} was great!'
Guest_Thought_ThirstSatisfied_Destination_Adult_02,'That was a thirst quencher from {reference}'
Guest_Thought_ThirstSatisfied_Destination_Child_01,'Yummy drinks! - {reference}'
Guest_Thought_ThirstSatisfied_Destination_Common_01,'Refreshing drinks! - {reference}'
Guest_Thought_ThirstSatisfied_Destination_Teen_01,'My drink from {reference} really hit the spot'
Guest_Thought_ToiletCritical_Destination_Common_01,'I need the loo after {reference}'
Guest_Thought_ToiletCritical_Destination_Common_02,'{reference} made me need the toilet'
Guest_Thought_ToiletCritical_Natural_Adult_01,'I need to find a toilet'
Guest_Thought_ToiletCritical_Natural_Adult_02,'I'd better get to the loo soon'
Guest_Thought_ToiletCritical_Natural_Adult_03,'I need to go to the little guest's room'
Guest_Thought_ToiletCritical_Natural_Adult_04,'I'm about to have a toilet emergency'
Guest_Thought_ToiletCritical_Natural_Child_01,'I need to pee!'
Guest_Thought_ToiletCritical_Natural_Child_02,'I gotta pee!'
Guest_Thought_ToiletCritical_Natural_Child_03,'Need toilet... quick!'
Guest_Thought_ToiletCritical_Natural_Child_04,'It's wee wee time!'
Guest_Thought_ToiletCritical_Natural_Common_01,'I need the toilet'
Guest_Thought_ToiletCritical_Natural_Teen_01,'I need to use the bathroom'
Guest_Thought_ToiletCritical_Natural_Teen_02,'I really need the toilet'
Guest_Thought_ToiletCritical_Natural_Teen_03,'I'm proper busting for the toilet'
Guest_Thought_ToiletCritical_Natural_Teen_04,'I gotta go real bad'
Guest_Thought_ToiletCritical_Natural_Teen_05,'I'm ready to burst here'
Guest_Thought_ToiletSatisfied_Destination_Adult_01,'Finding {reference} was a relief!'
Guest_Thought_ToiletSatisfied_Destination_Adult_02,'I wouldn't go in {reference} for ten minutes'
Guest_Thought_ToiletSatisfied_Destination_Child_01,'I feel better after {reference}'
Guest_Thought_ToiletSatisfied_Destination_Common_01,'I'm so glad they have {reference}'
Guest_Thought_ToiletSatisfied_Destination_Teen_01,'Feeling great after visiting {reference}'
Guest_Thought_ToiletSatisfied_Destination_Teen_02,'I really needed {reference}'
Guest_Thought_Trapped_Common_01,'I'm stuck!'
Guest_Thought_Trapped_Common_02,'There is nowhere for me to go'
Guest_Thought_Trapped_Common_03,'Help me!'
Guest_Thought_Trapped_Common_04,'Get me out of here!'
Guest_Thought_VisitedRide_Adult_01,'I really enjoyed {reference}'
Guest_Thought_VisitedRide_Adult_02,'{reference} was amazing!'
Guest_Thought_VisitedRide_Adult_03,'I loved {reference}!'
Guest_Thought_VisitedRide_Adult_04,'{reference} blew me away!'
Guest_Thought_VisitedRide_Bad_Adult_01,'{reference} didn't suit me at all'
Guest_Thought_VisitedRide_Bad_Adult_02,'{reference} was not a great ride for me!'
Guest_Thought_VisitedRide_Bad_Adult_03,'I disliked {reference}!'
Guest_Thought_VisitedRide_Bad_Child_01,'I hated {reference}!'
Guest_Thought_VisitedRide_Bad_Child_02,'I didn't find {reference} fun to ride'
Guest_Thought_VisitedRide_Bad_Child_03,'I don't like {reference}!'
Guest_Thought_VisitedRide_Bad_Common_01,'I did not enjoy {reference}'
Guest_Thought_VisitedRide_Bad_Teen_01,'Ugh! Rubbish Ride! - {reference}'
Guest_Thought_VisitedRide_Bad_Teen_02,'{reference} did not interest me at all'
Guest_Thought_VisitedRide_Bad_Teen_03,'I thought {reference} was pants!'
Guest_Thought_VisitedRide_Child_01,'Wow, {reference} was fun!'
Guest_Thought_VisitedRide_Child_02,'{reference} was brilliant!'
Guest_Thought_VisitedRide_Child_03,'I love {reference}!'
Guest_Thought_VisitedRide_Child_04,'I want to go on {reference} again sometime!'
Guest_Thought_VisitedRide_Common_01,'I enjoyed {reference}'
Guest_Thought_VisitedRide_Neutral_Adult_01,'I thought {reference} was okay'
Guest_Thought_VisitedRide_Neutral_Adult_02,'{reference} was okay, nothing special'
Guest_Thought_VisitedRide_Neutral_Adult_03,'{reference} was alright, not my favourite ride'
Guest_Thought_VisitedRide_Neutral_Child_01,'Meh, I thought {reference} was so-so'
Guest_Thought_VisitedRide_Neutral_Child_02,'{reference} could have been better, but could be worse!'
Guest_Thought_VisitedRide_Neutral_Child_03,'I prefer other rides to {reference}'
Guest_Thought_VisitedRide_Neutral_Common_01,'{reference} was an average ride for me'
Guest_Thought_VisitedRide_Neutral_Teen_01,'Seems like an average ride - {reference}'
Guest_Thought_VisitedRide_Neutral_Teen_02,'{reference} was sort of fun to me'
Guest_Thought_VisitedRide_Neutral_Teen_03,'Hmm, {reference} is an average ride for me'
Guest_Thought_VisitedRide_Teen_01,'Great Ride! - {reference}'
Guest_Thought_VisitedRide_Teen_02,'{reference} is the best!'
Guest_Thought_VisitedRide_Teen_03,'Woo! {reference}!'
Guest_Thought_VisitedRide_Teen_04,'I can't get over {reference}!'
Guest_Thought_Vomited_Adult_01,'Oops! There goes breakfast!'
Guest_Thought_Vomited_Adult_02,'Just threw my guts up'
Guest_Thought_Vomited_Adult_03,'Look out! Pavement pizza!'
Guest_Thought_Vomited_Child_01,'I puked!'
Guest_Thought_Vomited_Child_02,'I barfed!'
Guest_Thought_Vomited_Child_03,'I just heaved, and everyone saw!'
Guest_Thought_Vomited_Common_01,'I just threw up'
Guest_Thought_Vomited_Common_02,'I just vomited'
Guest_Thought_Vomited_Common_03,'Bleuuuuuuuurgh!'
Guest_Thought_Vomited_Teen_01,'Oh no, I chundered everywhere'
Guest_Thought_Vomited_Teen_02,'I just blew chunks'
Guest_Thought_Vomited_Teen_03,'Eeewww. I hurled!'
Guest_Thought_Wandering_Common_01,'Let's see what else is here'
Guest_Thought_Wandering_Common_02,'Let's take a look around'
Guest_Thought_Wandering_Common_03,'I think I'll just go for a wander now'
Guest_Thought_Wandering_Common_04,'I wonder what else there is around here'
